fips,county,state,income-2015,income-1989a,income-1989b,change
39009,Athens County,OH,38400,20921,38625.0912,-0.586174996
39011,Auglaize County,OH,58840,30645,56577.88441,3.844520035
39013,Belmont County,OH,45675,21880,40395.63097,11.5585529
39015,Brown County,OH,47202,24173,44629.04878,5.450936866
39017,Butler County,OH,58954,31485,58128.72216,1.399867416
39019,Carroll County,OH,52166,25234,46587.90456,10.69297136
39021,Champaign County,OH,58837,30196,55748.92471,5.248526083
39023,Clark County,OH,47651,27226,50265.60551,-5.48698981
39025,Clermont County,OH,62214,32260,59559.55461,4.266636749
39027,Clinton County,OH,47055,25839,47704.87699,-1.381100815
39029,Columbiana County,OH,42301,23748,43844.39873,-3.6486105
39031,Coshocton County,OH,41643,24398,45044.45175,-8.168123694
39033,Crawford County,OH,41471,25012,46178.0403,-11.35019724
39035,Cuyahoga County,OH,45506,28262,52178.30541,-14.66247398
39037,Darke County,OH,51131,27753,51238.57158,-0.210384268
39039,Defiance County,OH,53936,31948,58983.52916,-9.358367625
39041,Delaware County,OH,97679,39615,73138.61612,25.12350032
39043,Erie County,OH,48129,30389,56105.24814,-16.57264465
39045,Fairfield County,OH,61450,31203,57608.08378,6.252101261
39047,Fayette County,OH,45068,22507,41553.22057,7.798836042
39049,Franklin County,OH,53939,30736,56745.89183,-5.203826238
39051,Fulton County,OH,58782,30588,56472.64899,3.928670354
39053,Gallia County,OH,38738,22239,41058.42948,-5.990060097
39055,Geauga County,OH,76315,40073,73984.19194,3.05419388
39057,Greene County,OH,61250,34861,64361.61294,-5.080184388
39059,Guernsey County,OH,41630,21689,40043,3.812154696
39061,Hamilton County,OH,51070,30714,56705.27466,-11.03441288
39063,Hancock County,OH,55265,31510,58174.87805,-5.265318101
39065,Hardin County,OH,44101,25127,46390.35737,-5.19116884
39067,Harrison County,OH,44221,20050,37017.02015,16.29085695
39069,Henry County,OH,56986,30555,56411.72322,1.007750634
39071,Highland County,OH,41494,21455,39610.98091,4.538051497
39073,Hocking County,OH,43598,23254,42932.35843,1.526770883
39075,Holmes County,OH,53540,24437,45116.45493,15.73318093
39077,Huron County,OH,48838,27907,51522.89183,-5.497546653
39079,Jackson County,OH,42828,20761,38329.69353,10.5031906
39081,Jefferson County,OH,43306,23783,43909.01697,-1.392455935
39083,Knox County,OH,50914,24717,45633.40085,10.37160536
39085,Lake County,OH,60782,34260,63252.02545,-4.063744942
39087,Lawrence County,OH,39698,21390,39490.97561,0.521498288
39089,Licking County,OH,59119,28335,52313.08059,11.51223702
39091,Logan County,OH,49690,26734,49357.25769,0.669636369
39093,Lorain County,OH,52779,29923,55244.90244,-4.672128004
39095,Lucas County,OH,43136,29852,55113.81972,-27.76757169
39097,Madison County,OH,63736,28054,51794.28844,18.73621118
39099,Mahoning County,OH,42443,23584,43541.61612,-2.588450672
39101,Marion County,OH,43529,26542,49002.78049,-12.57502007
39103,Medina County,OH,70576,36448,67291.58855,4.65372287
39105,Meigs County,OH,38479,20426,37711.20467,1.995361974
39107,Mercer County,OH,56124,29960,55313.21315,1.444634827
39109,Miami County,OH,51685,29987,55363.06151,-7.116303581
39111,Monroe County,OH,41754,22115,40829.49629,2.214168012
39113,Montgomery County,OH,46696,29029,53594.36797,-14.77293125
39115,Morgan County,OH,39969,22846,42179.09438,-5.529521328
39117,Morrow County,OH,52312,26096,48179.35949,7.89998568
39119,Muskingum County,OH,43324,23408,43216.67869,0.247717928
39121,Noble County,OH,47714,22327,41220.8982,13.60837868
39123,Ottawa County,OH,58793,30234,55819.08165,5.058286438
39125,Paulding County,OH,49796,28769,53114.34677,-6.663882171
39127,Perry County,OH,44738,22446,41440.60021,7.370467584
39129,Pickaway County,OH,58472,27681,51105.64263,12.59809374
39131,Pike County,OH,39851,19694,36359.76034,8.760732882
39133,Portage County,OH,53609,30318,55974.16543,-4.411881269
39135,Preble County,OH,51042,27225,50263.75928,1.524706558
39137,Putnam County,OH,60036,31823,58752.74973,2.137467961
39139,Richland County,OH,45273,27020,49885.28102,-10.18770795
39141,Ross County,OH,45615,24182,44645.6649,2.125035845
39143,Sandusky County,OH,49994,29266,54031.92577,-8.076820756
39145,Scioto County,OH,37277,19849,36645.92683,1.692929074
39147,Seneca County,OH,48617,26261,48483.98834,0.273590853
39149,Shelby County,OH,59149,30542,56387.72216,4.668342384
39151,Stark County,OH,48976,27669,51083.4878,-4.303103163
39153,Summit County,OH,51434,28575,52756.17709,-2.570628562
39155,Trumbull County,OH,42831,28640,52876.1824,-23.4530653
39157,Tuscarawas County,OH,47588,24457,45153.37964,5.116038414
39159,Union County,OH,76116,33099,61108.54613,19.71655614
39161,Van Wert County,OH,51264,28277,52205.99894,-1.837544748
39163,Vinton County,OH,41675,19837,36623.772,12.12052309
39165,Warren County,OH,81383,35358,65279.19194,19.78768055
39167,Washington County,OH,44697,25299,46707.90986,-4.498981726
39169,Wayne County,OH,52717,29722,54873.80912,-4.091297152
39171,Williams County,OH,49031,28475,52571.55355,-7.221051075
39173,Wood County,OH,57390,32100,59264.15695,-3.265650716
39175,Wyandot County,OH,51109,25889,47797.18876,6.479898336
40000,Oklahoma,OK,48595,23162,42762.50477,12.00225379
40001,Adair County,OK,31572,15067,27817.22906,11.89272439
40003,Alfalfa County,OK,52551,21662,39993.15164,23.89649741
40005,Atoka County,OK,34850,14252,26312.54719,24.49771251
40007,Beaver County,OK,59544,23992,44294.88017,25.60983446
40009,Beckham County,OK,51394,19732,36429.91729,29.11640019
40011,Blaine County,OK,43540,21910,40451.01803,7.094584227
40013,Bryan County,OK,40875,16309,30110.25345,26.33577138
40015,Caddo County,OK,43548,18645,34423.05938,20.95375359
40017,Canadian County,OK,63291,34070,62901.24072,0.615821015
40019,Carter County,OK,45287,21888,40410.40085,10.76820975
40021,Cherokee County,OK,40600,17478,32268.50265,20.52092943
40023,Choctaw County,OK,30572,13809,25494.6649,16.60779504
40025,Cimarron County,OK,44023,21557,39799.29692,9.594309964
40027,Cleveland County,OK,59417,30203,55761.84836,6.15169336
40029,Coal County,OK,38954,13880,25625.74761,34.2153627
40031,Comanche County,OK,46821,23268,42958.20573,8.250131936
40033,Cotton County,OK,42901,19161,35375.71686,17.54104366
40035,Craig County,OK,41119,18957,34999.08484,14.88342412
40037,Creek County,OK,47395,24865,45906.64369,3.140323472
40039,Custer County,OK,47745,24070,44438.88653,6.924522919
40041,Delaware County,OK,38840,16268,30034.55779,22.67106644
40043,Dewey County,OK,53004,21639,39950.68823,24.62703149
40045,Ellis County,OK,57524,20875,38540.16437,33.00159174
40047,Garfield County,OK,49070,24622,45458.00848,7.360895693
40049,Garvin County,OK,46139,19209,35464.33616,23.13588036
40051,Grady County,OK,53208,23111,42668.34677,19.80839955
40053,Grant County,OK,50729,23974,44261.64793,12.74882625
40055,Greer County,OK,36495,15752,29081.90032,20.3126447
40057,Harmon County,OK,33144,14182,26183.31071,21.00135557
40059,Harper County,OK,52635,25488,47056.84836,10.59779927
40061,Haskell County,OK,36888,15891,29338.52704,20.4659319
40063,Hughes County,OK,37676,14380,26548.86532,29.53374742
40065,Jackson County,OK,44723,20971,38717.40297,13.42843063
40067,Jefferson County,OK,36227,15560,28727.42312,20.70162277
40069,Johnston County,OK,38980,13846,25562.97561,34.42027807
40071,Kay County,OK,43373,25425,46940.53552,-8.225245026
40073,Kingfisher County,OK,59462,25562,47193.46978,20.63255562
40075,Kiowa County,OK,37721,16124,29768.69989,21.08189101
40077,Latimer County,OK,38313,16040,29613.61612,22.70608901
40079,Le Flore County,OK,38261,18685,34496.9088,9.837932094
40081,Lincoln County,OK,46976,21360,39435.58855,16.0516252
40083,Logan County,OK,57892,24340,44937.3701,22.37723676
40085,Love County,OK,45223,21342,39402.35631,12.8709809
40087,McClain County,OK,56700,26411,48760.92365,14.00189833
40089,McCurtain County,OK,31723,15869,29297.90986,7.644580077
40091,McIntosh County,OK,35775,15231,28120.01166,21.39759143
40093,Major County,OK,55020,24415,45075.83775,18.07372273
40095,Marshall County,OK,41312,16324,30137.94698,27.04795948
40097,Mayes County,OK,46373,21133,39016.49311,15.86377179
40099,Murray County,OK,45560,19717,36402.22375,20.10047464
40101,Muskogee County,OK,40340,20270,37423.19194,7.230560385
40103,Noble County,OK,51977,23159,42756.96607,17.73868044
40105,Nowata County,OK,43341,19677,36328.37434,16.18011966
40107,Okfuskee County,OK,37289,14215,26244.23648,29.61936099
40109,Oklahoma County,OK,49750,26778,49438.49205,0.62614664
40111,Okmulgee County,OK,39825,17900,33047.614,17.0179184
40113,Osage County,OK,46093,23829,43993.9438,4.553958743
40115,Ottawa County,OK,36166,18829,34762.7667,3.879979257
40117,Pawnee County,OK,45184,21919,40467.63415,10.43813264
40119,Payne County,OK,41747,23000,42463.41463,-1.716086507
40121,Pittsburg County,OK,43257,19306,35643.421,17.60080219
40123,Pontotoc County,OK,44798,19588,36164.05938,19.27304928
40125,Pottawatomie County,OK,43587,22526,41588.29905,4.58554375
40127,Pushmataha County,OK,34910,13470,24868.79109,28.76313064
40129,Roger Mills County,OK,57063,21348,39413.43372,30.92996561
40131,Rogers County,OK,63263,29443,54358.70944,14.07503685
40133,Seminole County,OK,39102,16696,30824.74655,21.16836337
40135,Sequoyah County,OK,36718,18468,34096.27572,7.140160913
40137,Stephens County,OK,47949,22610,41743.38282,12.94212013
40139,Texas County,OK,51092,24527,45282.61612,11.37043741
40141,Tillman County,OK,38247,17303,31945.41145,16.47603354
40143,Tulsa County,OK,51366,27593,50943.17391,0.823163351
40145,Wagoner County,OK,57948,28717,53018.34252,8.50703644
40147,Washington County,OK,52056,30919,57083.75292,-9.658354303
40149,Washita County,OK,49606,21594,39867.60764,19.6314808
40151,Woods County,OK,52920,21395,39500.20679,25.35864175
40153,Woodward County,OK,60290,24580,45380.4666,24.72969548
41000,Oregon,OR,54074,27795,51316.11347,5.100208108
41001,Baker County,OR,40855,20484,37818.28632,7.432905837
41003,Benton County,OR,54773,29413,54303.32238,0.857498447
41005,Clackamas County,OR,69523,34897,64428.07741,7.328398641
41007,Clatsop County,OR,47340,24259,44787.82503,5.39115964
41009,Columbia County,OR,52060,29276,54050.38812,-3.823258016
41011,Coos County,OR,38934,22594,41713.84305,-7.139885586
41013,Crook County,OR,45046,24531,45290.00106,-0.541670871
41015,Curry County,OR,38126,21097,38950.02863,-2.161329885
41017,Deschutes County,OR,56911,26894,49652.65536,12.75385188
41019,Douglas County,OR,41696,24724,45646.3245,-9.474109018
41021,Gilliam County,OR,50694,25353,46807.60657,7.66637753
41023,Grant County,OR,43105,24799,45784.79215,-6.216893986
41025,Harney County,OR,40468,24418,45081.37646,-11.40006044
41027,Hood River County,OR,53726,23126,42696.0403,20.53002216
41029,Jackson County,OR,44855,24973,46106.03712,-2.789069481
41031,Jefferson County,OR,42325,23860,44051.17709,-4.07838652
41033,Josephine County,OR,40569,20392,37648.43266,7.199012394
41035,Klamath County,OR,42384,23049,42553.88017,-0.400812027
41037,Lake County,OR,39878,24145,44577.35419,-11.78432767
41039,Lane County,OR,47254,25691,47431.63415,-0.37591346
41041,Lincoln County,OR,41118,21526,39742.06363,3.346311526
41043,Linn County,OR,47757,25291,46693.13998,2.227652535
41045,Malheur County,OR,37604,20466,37785.05408,-0.481475595
41047,Marion County,OR,51623,26323,48598.45493,5.858909922
41049,Morrow County,OR,53774,22944,42360.02545,21.22582391
41051,Multnomah County,OR,58764,26778,49438.49205,15.86942338
41053,Polk County,OR,55342,26672,49242.79109,11.02094053
41055,Sherman County,OR,51448,26126,48234.74655,6.245633351
41057,Tillamook County,OR,44972,21533,39754.98727,11.60057975
41059,Umatilla County,OR,49016,23207,42845.58537,12.58857237
41061,Union County,OR,46378,24669,45544.78155,1.796581249
41063,Wallowa County,OR,44045,22973,42413.56628,3.704015716
41065,Wasco County,OR,45110,23458,43308.99046,3.992484026
41067,Washington County,OR,70417,36115,66676.79215,5.311512628
41069,Wheeler County,OR,34157,18421,34009.50265,0.431821732
41071,Yamhill County,OR,52806,26797,49473.57052,6.310702345
42000,Pennsylvania,PA,55683,28825,53217.73595,4.427319022
42001,Adams County,PA,60558,29503,54469.48356,10.05402496
42003,Allegheny County,PA,54412,29298,54091.0053,0.58993365
42005,Armstrong County,PA,44893,23514,43412.37964,3.29810964
42007,Beaver County,PA,50131,23788,43918.24814,12.39303396
42009,Bedford County,PA,45988,21328,39376.50901,14.3765569
42011,Berks County,PA,56167,30578,56454.18664,-0.511308488
42013,Blair County,PA,44880,23141,42723.73383,4.804514643
42015,Bradford County,PA,49367,24621,45456.16225,7.921967614
42017,Bucks County,PA,80512,42587,78625.62778,2.342970261
42019,Butler County,PA,67892,29588,54626.41357,19.53924826
42021,Cambria County,PA,43786,22120,40838.72747,6.731084215
42023,Cameron County,PA,42452,23950,44217.33828,-4.158433718
42025,Carbon County,PA,52121,24575,45371.23542,12.95018242
42027,Centre County,PA,55084,28319,52283.54083,5.083979328
42029,Chester County,PA,90555,41056,75799.04136,16.29502362
42031,Clarion County,PA,39988,23151,42742.19618,-6.887556723
42033,Clearfield County,PA,44336,22932,42337.87063,4.506787654
42035,Clinton County,PA,45897,22653,41822.77094,8.876896216
42037,Columbia County,PA,44763,24222,44719.51432,0.097146491
42039,Crawford County,PA,45989,23765,43875.78473,4.595045055
42041,Cumberland County,PA,63926,35173,64937.63839,-1.582514764
42043,Dauphin County,PA,54198,29240,53983.92365,0.394989395
42045,Delaware County,PA,67184,35907,66292.77519,1.326543246
42047,Elk County,PA,47826,27950,51602.27996,-7.895872449
42049,Erie County,PA,47118,27375,50540.69459,-7.264091412
42051,Fayette County,PA,40293,20030,36980.09544,8.222034993
42053,Forest County,PA,37388,18474,34107.35313,8.774598459
42055,Franklin County,PA,56975,29340,54168.54719,4.925761843
42057,Fulton County,PA,49378,24131,44551.50689,9.774582014
42059,Greene County,PA,50714,21205,39149.42206,22.8035216
42061,Huntingdon County,PA,44875,23038,42533.57158,5.217667788
42063,Indiana County,PA,45448,24203,44684.43584,1.680083077
42065,Jefferson County,PA,45499,23659,43680.08378,3.997705938
42067,Juniata County,PA,50008,25053,46253.73595,7.507326929
42069,Lackawanna County,PA,48000,24469,45175.53446,5.884303199
42071,Lancaster County,PA,59231,32174,59400.77837,-0.286637685
42073,Lawrence County,PA,43944,23172,42780.96713,2.646624963
42075,Lebanon County,PA,52829,29309,54111.31389,-2.427291624
42077,Lehigh County,PA,56352,31751,58619.82078,-4.024383846
42079,Luzerne County,PA,49589,24253,44776.74761,9.704273903
42081,Lycoming County,PA,49941,25065,46275.89077,7.338878328
42083,Mc Kean County,PA,46039,23614,43597.00318,5.304191704
42085,Mercer County,PA,46319,24837,45854.9491,1.001858636
42087,Mifflin County,PA,42296,23071,42594.49735,-0.705734228
42089,Monroe County,PA,57152,30091,55555.06999,2.79418045
42091,Montgomery County,PA,83258,40615,74984.85154,9.936760987
42093,Montour County,PA,57056,29115,53753.14422,5.788796585
42095,Northampton County,PA,62129,30888,57026.51962,8.212719313
42097,Northumberland County,PA,44221,22745,41992.6246,5.039179118
